# probe report -- machine-debian-trixie-16341
# taken     : 2026-09-03T23:46:30+02:00
# image     : /home/jean/.shared/DEVEL/repos/MARIONNET-dune-project/website-repo/download/marionnet-install.sh/1.0.x/machine-debian-trixie-16341
# sum       : 16341
# candidates: 2060 (BINARY_LIST of the .conf)
# probes    : help-timeout=5s x-timeout=6s x-only=0
# X server  : DISPLAY=:0 vendor string: The X.Org Foundation X.Org version: 21.1.11 
#
# name	verdict	rc	probe	first line of stderr
ncat	OK	0	help	
ncftp	OK	0	help	
ncftp3	OK	0	help	
ncftpbatch	ERR	2	help	Usages:
ncftpbookmarks	ERR	7	help	
ncftpget	ERR	8	help	
ncftpls	ERR	8	help	
ncftpput	ERR	8	help	
ncftpspooler	ERR	2	help	Usages:
nc.openbsd	OK	1	help	/usr/bin/nc.openbsd: invalid option -- '-'
ncurses6-config	OK	0	help	
ncursesw6-config	OK	0	help	
neqn	OK	0	help	
net	OK	0	help	
netcat	OK	1	help	/usr/bin/netcat: invalid option -- '-'
netkey-tool	OK	1	help	This is netkey-tool V1.0, May 15 2005, Copyright Peter Koch <pk_opensc@web.de>
net-snmp-create-v3-user	OK	0	help	
netstat	OK	0	help	    inet (DARPA Internet) inet6 (IPv6) ax25 (AMPR AX.25) 
networkctl	OK	0	help	
newaliases	ERR	75	help	newaliases: invalid option -- '-'
newgrp	OK	0	help	
newusers	OK	0	help	
nfnl_osf	ERR	255	help	/usr/sbin/nfnl_osf: invalid option -- '-'
nfsconf	OK	1	help	/usr/sbin/nfsconf: unrecognized option '--help'
nfsdcld	OK	0	help	
nfsdclddb	OK	0	help	
nfsdclnts	OK	0	help	
nfsdctl	OK	0	help	
nfsidmap	OK	1	help	/usr/sbin/nfsidmap: invalid option -- '-'
nfsiostat	OK	0	help	
nfsref	OK	1	help	Usage: nfsref [ -t type ] SUBCOMMAND [ ARGUMENTS ]
nfsstat	OK	0	help	
nft	OK	0	help	
nftldump	OK	1	help	ioctl(MEMGETINFO): Inappropriate ioctl for device
nftl_format	OK	0	help	Usage: nftl_format [-ib] <mtddevice> [<start offset> [<size>]]
ngettext	OK	0	help	
nginx	OK	1	help	nginx: invalid option: "-"
nice	OK	0	help	
nisdomainname	OK	0	version	
nl	OK	0	help	
nm	OK	0	help	
nmap	OK	0	help	
nmbd	OK	0	help	
nmblookup	OK	0	help	
nohup	OK	0	help	
nologin	OK	1	help	
normalizer	OK	0	help	
not-19	OK	1	help	error: unable to find `--help' in PATH: No such file or directory
npa-tool	OK	0	help	
nping	OK	0	help	
nproc	OK	0	help	
nroff	OK	0	help	
nscd	OK	0	help	
nsec3hash	OK	1	help	Usage: nsec3hash salt algorithm iterations domain
nsenter	OK	0	help	
nslcd	OK	0	help	
nslookup	OK	1	help	
nstat	OK	0	version	
nsupdate	OK	1	help	/usr/bin/nsupdate: illegal option -- -
ntlm_auth	OK	0	help	
numfmt	OK	0	help	
numpy-config	OK	0	help	
nvim	OK	0	help	
nvptx-arch-19	OK	0	help	
obj2yaml-19	OK	0	help	
objcopy	OK	0	help	
objdump	OK	0	help	
oclock	X_ALIVE	124	x	
od	OK	0	help	
oLschema2ldif	OK	0	help	
omshell	OK	1	help	Usage: omshell
open	X_DIED	0	x	
openpgp-tool	OK	0	version	openpgp-tool - OpenPGP card utility version 0.26.1
opensc-asn1	OK	0	help	
opensc-explorer	ERR	2	help	/usr/bin/opensc-explorer: unrecognized option '--help'
opensc-notify	OK	0	help	
opensc-tool	OK	0	version	
openssl	OK	0	help	help:
openvpn	OK	1	help	
openvt	OK	0	help	Usage: openvt [option...] -- command
opt-19	OK	0	help	
ownership	OK	0	help	
p7zip	OK	0	help	
packetforge-ng	OK	1	help	
pager	OK	0	help	
pam-auth-update	ERR	255	help	Failed to open terminal.debconf: whiptail output the above errors, giving up!
pam_getenv	OK	0	help	
pam_namespace_helper	OK	0	help	
pam_timestamp_check	OK	1	help	/usr/sbin/pam_timestamp_check: invalid option -- '-'
partx	OK	0	help	
passwd	OK	0	help	
paste	OK	0	help	
patch	OK	0	help	
pathchk	OK	0	help	
pcscd	OK	0	help	
pdb3	OK	0	help	
pdb3.13	OK	0	help	
pdbedit	OK	0	help	
peekfd	OK	1	help	Usage: peekfd [-8] [-n] [-c] [-d] [-V] [-h] <pid> [<fd> ..]
perfdhcp	OK	1	help	
perl	OK	0	help	
perl5.40.1	OK	0	help	
perl5.40-x86_64-linux-gnu	OK	0	help	
perlbug	OK	0	help	
perldoc	OK	1	help	You need to install the perl-doc package to use this program.
perlivp	OK	0	help	unknown flag: '-'
perlthanks	OK	0	help	
pgrep	OK	0	help	
pic	OK	0	help	
pico	OK	0	help	
piconv	OK	0	help	piconv [-f from_encoding] [-t to_encoding]
pidof	OK	1	help	
pidstat	OK	1	help	Usage: /usr/bin/pidstat [ options ] [ <interval> [ <count> ] ] [ -e <program> <args> ]
pidwait	OK	0	help	
pinentry	OK	0	help	Usage: pinentry-curses [options] (-h for help)
pinentry-curses	OK	0	help	Usage: pinentry-curses [options] (-h for help)
ping	ERR	2	help	/usr/bin/ping: invalid option -- '-'
ping4	ERR	2	help	/usr/bin/ping4: invalid option -- '-'
ping6	ERR	2	help	/usr/bin/ping6: invalid option -- '-'
pinky	OK	0	help	
pip	OK	0	help	
pip3	OK	0	help	
pivot_root	OK	0	help	
piv-tool	ERR	2	help	/usr/bin/piv-tool: unrecognized option '--help'
pixeltool	OK	1	help	pixeltool: could not exec '/usr/lib/qt5/bin/pixeltool': No such file or directory
pkaction	OK	0	help	
pkcheck	OK	0	help	
pkcs11-register	OK	0	help	
pkcs11-tool	ERR	2	help	/usr/bin/pkcs11-tool: unrecognized option '--help'
pkcs15-crypt	ERR	2	help	/usr/bin/pkcs15-crypt: unrecognized option '--help'
pkcs15-init	OK	1	version	No smart card readers found.
pkcs15-tool	ERR	2	help	/usr/bin/pkcs15-tool: unrecognized option '--help'
pkill	OK	0	help	
pkttyagent	OK	0	help	
pl2pm	OK	0	help	
pldd	OK	0	help	
plipconfig	OK	0	help	
plog	OK	1	help	
pmap	OK	0	help	
pod2html	ERR	255	help	Usage:  /usr/bin/pod2html --help --htmldir=<name> --htmlroot=<URL>
pod2man	OK	0	help	
pod2text	OK	1	help	
pod2usage	OK	1	help	
podchecker	OK	1	help	
poff	OK	1	help	Illegal option --
policyvers	ERR	2	help	/usr/sbin/policyvers:  security_policyvers() failed:  No such file or directory
pon	OK	0	help	
postalias	OK	1	help	postalias: invalid option -- '-'
postcat	OK	1	help	/usr/sbin/postcat: invalid option -- '-'
postconf	OK	1	help	/usr/sbin/postconf: invalid option -- '-'
postdrop	OK	1	help	postdrop: invalid option -- '-'
postfix	OK	1	help	postfix: invalid option -- '-'
postfix-add-filter	OK	0	help	
postfix-add-policy	OK	0	help	
postfix-collate	OK	0	help	
postkick	OK	1	help	postkick: invalid option -- '-'
postlock	ERR	75	help	/usr/sbin/postlock: invalid option -- '-'
postlog	OK	1	help	postlog: invalid option -- '-'
postmap	OK	1	help	postmap: invalid option -- '-'
postmulti	OK	1	help	postmulti: invalid option -- '-'
postqueue	ERR	69	help	postqueue: invalid option -- '-'
postsuper	OK	1	help	postsuper: invalid option -- '-'
posttls-finger	OK	1	help	/usr/sbin/posttls-finger: invalid option -- '-'
poweroff	OK	0	help	
pppd	OK	0	help	ppp v2.5.2
pppdump	OK	1	help	/usr/sbin/pppdump: invalid option -- '-'
pppoe-discovery	OK	1	help	/usr/sbin/pppoe-discovery: invalid option -- '-'
pppstats	OK	1	help	/usr/sbin/pppstats: invalid option -- '-'
pp-trace-19	OK	0	help	
pr	OK	0	help	
preconv	OK	0	help	
print	X_DIED	0	x	
printenv	OK	0	help	
printf	OK	0	help	
prlimit	OK	0	help	
procan	OK	1	help	2026/09/03 23:21:00 procan[131601] E unknown option "--help"
profiles	OK	0	help	
prove	OK	1	help	
prtstat	OK	1	help	/usr/bin/prtstat: unrecognized option '--help'
ps	OK	0	help	
psfaddtable	ERR	64	help	Usage: psfaddtable infont intable outfont
psfgettable	ERR	65	help	psfgettable: Bad magic number on --help
psfstriptable	ERR	64	help	Usage: psfstriptable infont outfont
psfxtable	ERR	64	help	Usage: psfxtable [-i infont] [-o outfont] [-it intable] [-ot outtable] [-nt]
pslog	OK	0	version	pslog (PSmisc) 23.7
pstat	OK	1	help	/usr/bin/pstat: invalid option -- '-'
pstree	OK	1	help	/usr/bin/pstree: unrecognized option '--help'
pstree.x11	OK	1	help	/usr/bin/pstree.x11: unrecognized option '--help'
ptar	ERR	25	help	/usr/bin/ptar version [unknown] calling Getopt::Std::getopts (version 1.14 [paranoid]),
ptardiff	ERR	2	help	/usr/bin/ptardiff version [unknown] calling Getopt::Std::getopts (version 1.14 [paranoid]),
ptargrep	OK	0	help	You need to install the perl-doc package to use this program.
ptx	OK	0	help	
pwck	OK	0	help	
pwconv	OK	0	help	
pwd	OK	0	help	
pwdx	OK	0	help	
pwhistory_helper	ERR	4	help	This binary is not designed for running in this way.
pw-inspector	ERR	255	help	/usr/bin/pw-inspector: invalid option -- '-'
pwunconv	OK	0	help	
py3clean	OK	0	help	
py3compile	OK	0	help	
py3versions	OK	0	help	
pydoc3	OK	0	help	
pydoc3.13	OK	0	help	
pygettext3	OK	0	help	pygettext -- Python equivalent of xgettext(1)
pygettext3.13	OK	0	help	pygettext -- Python equivalent of xgettext(1)
pygmentize	OK	0	help	
pylupdate5	OK	0	help	pylupdate5 warning: File '--help' does not look like a project file
pylupdate6	OK	0	help	
pyrcc5	OK	1	help	PyQt5 resource compiler
python3	OK	0	help	
python3.13	OK	0	help	
python3.13-config	OK	0	help	
python3-config	OK	0	help	
pyuic5	OK	0	help	
pyuic6	OK	0	help	
qcollectiongenerator	OK	1	help	qcollectiongenerator: could not exec '/usr/lib/qt5/bin/qcollectiongenerator': No such file or directory
qdbus	OK	1	help	qdbus: could not find a Qt installation of ''
qdbuscpp2xml	OK	0	help	
qdbusviewer	OK	1	help	qdbusviewer: could not exec '/usr/lib/qt5/bin/qdbusviewer': No such file or directory
qdbusxml2cpp	OK	0	help	
qdoc	OK	1	help	qdoc: could not exec '/usr/lib/qt5/bin/qdoc': No such file or directory
qdoc3	OK	1	help	qdoc3: could not exec '/usr/lib/qt5/bin/qdoc3': No such file or directory
qgltf	OK	1	help	qgltf: could not exec '/usr/lib/qt5/bin/qgltf': No such file or directory
qhelpconverter	OK	1	help	qhelpconverter: could not exec '/usr/lib/qt5/bin/qhelpconverter': No such file or directory
qhelpgenerator	OK	1	help	qhelpgenerator: could not exec '/usr/lib/qt5/bin/qhelpgenerator': No such file or directory
qlalr	OK	0	help	Usage: qlalr [options] [input file name]
qmake	OK	1	help	qmake: could not exec '/usr/lib/qt5/bin/qmake': No such file or directory
qml	OK	1	help	qml: could not find a Qt installation of ''
qml1plugindump	OK	1	help	qml1plugindump: could not exec '/usr/lib/qt5/bin/qml1plugindump': No such file or directory
qmlbundle	OK	1	help	qmlbundle: could not exec '/usr/lib/qt5/bin/qmlbundle': No such file or directory
qmlcachegen	OK	1	help	qmlcachegen: could not exec '/usr/lib/qt5/bin/qmlcachegen': No such file or directory
qmleasing	OK	1	help	qmleasing: could not exec '/usr/lib/qt5/bin/qmleasing': No such file or directory
qmlimportscanner	OK	1	help	qmlimportscanner: could not find a Qt installation of ''
qmljs	OK	1	help	qmljs: could not exec '/usr/lib/qt5/bin/qmljs': No such file or directory
qmllint	OK	1	help	qmllint: could not exec '/usr/lib/qt5/bin/qmllint': No such file or directory
qmlmin	OK	1	help	qmlmin: could not exec '/usr/lib/qt5/bin/qmlmin': No such file or directory
qmlplugindump	OK	1	help	qmlplugindump: could not exec '/usr/lib/qt5/bin/qmlplugindump': No such file or directory
qmlprofiler	OK	1	help	qmlprofiler: could not exec '/usr/lib/qt5/bin/qmlprofiler': No such file or directory
qmlscene	OK	1	help	qmlscene: could not find a Qt installation of ''
qmltestrunner	OK	1	help	qmltestrunner: could not exec '/usr/lib/qt5/bin/qmltestrunner': No such file or directory
qmlviewer	OK	1	help	qmlviewer: could not exec '/usr/lib/qt5/bin/qmlviewer': No such file or directory
qmqp-sink	OK	1	help	/usr/sbin/qmqp-sink: invalid option -- '-'
qmqp-source	OK	1	help	/usr/sbin/qmqp-source: invalid option -- '-'
qshape	OK	0	help	/usr/sbin/qshape version [unknown] calling Getopt::Std::getopts (version 1.14 [paranoid]),
qtattributionsscanner	OK	1	help	qtattributionsscanner: could not exec '/usr/lib/qt5/bin/qtattributionsscanner': No such file or directory
qtchooser	OK	0	help	
qtconfig	OK	1	help	qtconfig: could not exec '/usr/lib/qt5/bin/qtconfig': No such file or directory
qtdiag	OK	1	help	qtdiag: could not find a Qt installation of ''
qtpaths	OK	1	help	qtpaths: could not find a Qt installation of ''
qtpaths6	OK	0	help	
qtplugininfo	OK	1	help	qtplugininfo: could not find a Qt installation of ''
qvkgen	OK	1	help	Usage: qvkgen input_vk_xml input_license_header output_base
racc3.3	OK	1	help	
radvd	OK	1	help	usage: radvd 
rake	OK	0	help	
rake3.3	OK	0	help	
randpkt	OK	0	help	
ranlib	OK	0	help	
rarp	OK	0	help	    ash (Ash) ether (Ethernet) ax25 (AMPR AX.25) 
rawshark	OK	0	help	
rbash	OK	0	help	
rbs3.3	OK	0	help	
rc	OK	1	help	Illegal flag --
rcc	OK	0	help	
rdate	OK	1	help	/usr/sbin/rdate: invalid option -- '-'
rdbg	OK	0	help	
rdbg3.3	OK	0	help	
rdma	OK	0	help	
rdoc	OK	0	help	
rdoc3.3	OK	0	help	
readelf	OK	0	help	
readlink	OK	0	help	
readmsg	OK	0	help	
readmsg.mailutils	OK	0	help	
readprofile	OK	0	help	
realpath	OK	0	help	
rearj	OK	1	help	
reboot	OK	0	help	
recode-sr-latin	OK	0	help	
recv_image	OK	1	help	usage: recv_image <host> <port> <mtddev>
red	OK	0	help	
reduce-chunk-list-19	OK	0	help	
remove-shell	OK	0	help	
rename.ul	OK	0	help	
rendercheck	X_ALIVE	124	x	
renice	OK	0	help	
reordercap	OK	0	help	
repc	OK	1	help	repc: could not exec '/usr/lib/qt5/bin/repc': No such file or directory
request-key	OK	1	help	/usr/sbin/request-key: invalid option -- '-'
reset	OK	1	help	/usr/bin/reset: invalid option -- '-'
resize	OK	1	help	Usage: resize [-v] [-u] [-c] [-s [rows cols]]
resize2fs	OK	1	help	resize2fs 1.47.2 (1-Jan-2025)
resizecons	OK	1	help	resizecons:
resolvconf	OK	1	help	Illegal option --
restorecon	OK	0	help	
restorecon_xattr	ERR	255	help	SELinux must be enabled to perform this operation.
rev	OK	0	help	
rfddump	OK	0	help	
rfdformat	OK	0	help	
rfkill	OK	0	help	
rgrep	OK	0	help	
ri	OK	0	help	
ri3.3	OK	0	help	
rjoe	OK	0	help	
rm	OK	0	help	
rmail	ERR	64	help	/usr/sbin/rmail: invalid option -- '-'
rmdir	OK	0	help	
rmmod	OK	0	help	
rmt	OK	0	help	
rmt-tar	OK	0	help	
rnano	OK	0	help	
rndc	OK	1	help	rndc: invalid argument --
rndc-confgen	OK	1	help	rndc-confgen: invalid argument --
rotatelogs	OK	1	help	Incorrect number of arguments
route	OK	0	help	    inet (DARPA Internet) inet6 (IPv6) ax25 (AMPR AX.25) 
routel	ERR	64	help	
rpcbind	OK	1	help	/usr/sbin/rpcbind: invalid option -- '-'
rpcctl	OK	1	help	
rpcdebug	OK	1	help	/usr/sbin/rpcdebug: invalid option -- '-'
rpcgen	OK	0	help	
rpc.gssd	OK	1	help	/usr/sbin/rpc.gssd: invalid option -- '-'
rpc.idmapd	OK	1	help	rpc.idmapd: '--' is an invalid argument.
rpcinfo	OK	1	help	/usr/sbin/rpcinfo: invalid option -- '-'
rpc.mountd	OK	0	help	Usage: rpc.mountd [-F|--foreground] [-h|--help] [-v|--version] [-d kind|--debug kind]
rpc.nfsd	ERR	2	help	Usage:
rpc.statd	OK	0	help	usage: rpc.statd [options]
rpc.svcgssd	OK	1	help	/usr/sbin/rpc.svcgssd: invalid option -- '-'
rrsync	OK	1	help	/usr/bin/rrsync error: the following arguments are required: DIR
rsync	OK	0	help	
rsync-ssl	OK	0	help	
rsyslogd	OK	1	help	/usr/sbin/rsyslogd: invalid option -- '-'
rtacct	ERR	255	help	/usr/sbin/rtacct: invalid option -- '-'
rtcwake	OK	0	help	
rtmon	ERR	255	help	Argument "--help" is unknown, try "rtmon help".
rtstat	OK	0	help	/usr/bin/rtstat Version 6.15.0
ruby	OK	0	help	
ruby3.3	OK	0	help	
run0	OK	0	help	
runcon	OK	0	help	
runlevel	OK	0	help	
run-mailcap	X_DIED	0	x	
run-parts	OK	0	help	
runuser	OK	0	help	
rustc	OK	0	help	
rust-clang	OK	0	help	
rustdoc	OK	0	help	
rust-lld	OK	1	help	lld is a generic driver.
rust-llvm-dwp	OK	0	help	
rview	OK	0	help	
rvim	OK	0	help	
sadf	OK	1	help	Usage: /usr/bin/sadf [ options ] [ <interval> [ <count> ] ] [ <datafile> | -[0-9]+ ]
safe_finger	OK	1	help	finger: invalid option -- '-'
samba	OK	0	help	
samba_dnsupdate	OK	0	help	
samba-gpupdate	OK	0	help	
samba_kcc	OK	0	help	
samba-log-parser	OK	0	help	
samba-regedit	OK	0	help	
samba_spnupdate	OK	0	help	
samba-tool	OK	0	help	
samba_upgradedns	OK	0	help	
sancov-19	OK	0	help	
sanstats-19	OK	0	help	
sar	OK	0	help	
sar.sysstat	OK	0	help	
savelog	OK	1	help	Illegal option --
sbin	MISSING	-	none	not in PATH
scalar	ERR	129	help	usage: scalar [-C <directory>] [-c <key>=<value>] <command> [<options>]
scan-build-19	OK	0	help	
scan-build-py-19	OK	0	help	
scan-view-19	OK	0	help	
scapy	OK	1	help	[31m[1mERROR: option --help not recognized[0m[0m
scapy3	OK	1	help	[31m[1mERROR: option --help not recognized[0m[0m
sc-hsm-tool	ERR	2	help	/usr/bin/sc-hsm-tool: unrecognized option '--help'
scp	OK	1	help	/usr/bin/scp: unknown option -- - 
screendump	OK	0	help	Usage: screendump [option...] [N]
script	OK	0	help	
scriptlive	OK	0	help	
scriptreplay	OK	0	help	
sdiff	OK	0	help	
secon	OK	0	help	
sed	OK	0	help	
see	X_DIED	0	x	
sefcontext_compile	OK	1	help	/usr/sbin/sefcontext_compile: invalid option -- '-'
selabel_compare	OK	1	help	usage: /usr/sbin/selabel_compare [-b backend] [-v] file1 file2
selabel_digest	OK	1	help	usage: /usr/sbin/selabel_digest -b backend [-v] [-B] [-i] [-f file]
selabel_get_digests_all_partial_matches	OK	1	help	/usr/sbin/selabel_get_digests_all_partial_matches: invalid option -- '-'
selabel_lookup	OK	1	help	usage: /usr/sbin/selabel_lookup -b backend [-v] [-r] -k key [-t type] [-f file]
selabel_lookup_best_match	OK	1	help	usage: /usr/sbin/selabel_lookup_best_match [-v] [-r] -p path [-m mode] [-f file] [link...]
selabel_partial_match	OK	1	help	/usr/sbin/selabel_partial_match: invalid option -- '-'
select-editor	OK	1	help	/usr/bin/select-editor: 12: cannot create ~/.selected_editor: Directory nonexistent
selinux_check_access	OK	1	help	/usr/sbin/selinux_check_access: invalid option -- '-'
selinux_check_securetty_context	OK	0	help	
selinuxenabled	OK	1	help	
selinuxexeccon	ERR	255	help	/usr/sbin/selinuxexeccon: No such file or directory
semodule	OK	0	help	
sendmail	ERR	75	help	sendmail: invalid option -- '-'
sensible-browser	X_ALIVE	124	x	
sensible-editor	OK	0	help	
sensible-pager	OK	0	help	
sensible-terminal	OK	1	help	xterm: bad command line option "--help" 
seq	OK	0	help	
serve_image	OK	1	help	usage: serve_image <host> <port> <image> <erasesize> [<tx_rate>]
service	OK	0	help	Usage: service < option > | --status-all | [ service_name [ command | --full-restart ] ]
sestatus	ERR	255	help	/usr/bin/sestatus: invalid option -- '-'
setarch	OK	0	help	
setcap	OK	1	help	fatal error: Invalid argument
setcifsacl	ERR	255	help	/usr/bin/setcifsacl: invalid option -- '-'
setenforce	OK	1	help	/usr/sbin/setenforce: SELinux is disabled
setfacl	OK	0	help	
setfattr	OK	0	help	
setfilecon	OK	1	help	usage:  /usr/sbin/setfilecon context path...
setfiles	ERR	255	help	/usr/sbin/setfiles: invalid option -- '-'
setfont	OK	0	help	Usage: setfont [option...] [newfont...]
setkeycodes	OK	0	help	Usage: setkeycodes [option...] scancode keycode ...
setleds	OK	0	help	Usage: setleds [option...] [[+|-][ num | caps | scroll ]]
setlogcons	OK	0	help	Usage: setlogcons [option...] [N]
setmetamode	OK	0	help	Usage: setmetamode [option...] [argument]
setpriv	OK	0	help	
setsebool	OK	1	help	/usr/sbin/setsebool: invalid option -- '-'
setserial	OK	1	help	/usr/bin/setserial: invalid option -- '-'
setsid	OK	0	help	
setterm	OK	0	help	
setupcon	OK	0	help	Usage: setupcon [OPTION] [VARIANT]
setvesablank	OK	1	help	Couldn't get a file descriptor referring to the console.
setvtrgb	OK	0	help	Usage: setvtrgb [option...] [vga|FILE|-]
setxkbmap	X_DIED	0	x	
sfdisk	OK	0	help	
sftp	OK	1	help	unknown option -- - 
sg	OK	0	help	
sh	ERR	2	help	/usr/bin/sh: 0: Illegal option --
sha1sum	OK	0	help	
sha224sum	OK	0	help	
sha256sum	OK	0	help	
sha384sum	OK	0	help	
sha512sum	OK	0	help	
shadowconfig	OK	0	help	
shar	OK	0	help	
sharesec	OK	0	help	
sharkd	OK	0	help	Running as user "root" and group "root". This could be dangerous.
shasum	OK	0	help	
showconsolefont	OK	0	help	Usage: showconsolefont [option...]
showkey	OK	0	help	Usage: showkey [option...]
showmount	OK	0	help	
shred	OK	0	help	
shuf	OK	0	help	
shutdown	OK	0	help	
sieve	OK	0	help	
sievec	ERR	64	help	/usr/bin/sievec: invalid option -- '-'
sieve-dump	ERR	64	help	/usr/bin/sieve-dump: invalid option -- '-'
sieve-filter	ERR	64	help	/usr/bin/sieve-filter: invalid option -- '-'
sieve-test	ERR	64	help	/usr/bin/sieve-test: invalid option -- '-'
sigfind	OK	1	help	/usr/bin/sigfind: invalid option -- '-'
size	OK	0	help	
skill	OK	0	help	
slabtop	OK	0	help	
slapacl	OK	1	help	/usr/sbin/slapacl: invalid option -- '-'
slapadd	OK	1	help	/usr/sbin/slapadd: invalid option -- '-'
slapauth	OK	1	help	/usr/sbin/slapauth: invalid option -- '-'
slapcat	OK	1	help	/usr/sbin/slapcat: invalid option -- '-'
slapd	OK	1	help	/usr/sbin/slapd: invalid option -- '-'
slapdn	OK	1	help	/usr/sbin/slapdn: invalid option -- '-'
slapindex	OK	1	help	
slapmodify	OK	1	help	/usr/sbin/slapmodify: invalid option -- '-'
slappasswd	OK	1	help	/usr/sbin/slappasswd: invalid option -- '-'
slapschema	OK	1	help	/usr/sbin/slapschema: invalid option -- '-'
slaptest	OK	1	help	/usr/sbin/slaptest: invalid option -- '-'
slattach	OK	0	version	
sleep	OK	0	help	
smb2-quota	OK	0	help	
smbcontrol	OK	1	help	Usage: smbcontrol [OPTION...] <destination> <message-type> <parameters>
smbd	OK	0	help	
smbinfo	OK	0	help	
smbpasswd	OK	1	help	/usr/bin/smbpasswd: invalid option -- '-'
smbstatus	OK	0	help	
sm-notify	OK	1	help	/usr/sbin/sm-notify: invalid option -- '-'
smtp-sink	OK	1	help	/usr/sbin/smtp-sink: invalid option -- '-'
smtp-source	OK	1	help	/usr/sbin/smtp-source: invalid option -- '-'
snice	OK	0	help	
snmp-bridge-mib	ERR	2	help	Can't locate NetSNMP/OID.pm in @INC (you may need to install the NetSNMP::OID module) (@INC entries checked: /etc/perl /usr/local/lib/x86_64-linux-gnu/perl/5.40.1 /usr/local/share/perl/5.40.1 /usr/lib
snmpbulkget	OK	1	help	USAGE: snmpbulkget [OPTIONS] AGENT OID [OID]...
snmpbulkwalk	OK	1	help	USAGE: snmpbulkwalk [OPTIONS] AGENT [OID]
snmpcheck	X_DIED	2	x	Can't locate Tk.pm in @INC (you may need to install the Tk module) (@INC entries checked: /etc/perl /usr/local/lib/x86_64-linux-gnu/perl/5.40.1 /usr/local/share/perl/5.40.1 /usr/lib/x86_64-linux-gnu/p
snmpconf	TIMEOUT	124	help	/usr/bin/snmpconf version [unknown] calling Getopt::Std::getopts (version 1.14 [paranoid]),
snmpd	OK	1	help	
snmpdelta	OK	1	help	Usage: snmpdelta [-Cf] [-CF commandFile] [-Cl] [-CL SumFileName]
snmpdf	OK	1	help	Usage: snmpdf [-Cu] [OPTIONS] AGENT
snmpget	OK	1	help	USAGE: snmpget [OPTIONS] AGENT OID [OID]...
snmpgetnext	OK	1	help	USAGE: snmpgetnext [OPTIONS] AGENT OID [OID]...
snmpinform	OK	1	help	USAGE: snmpinform [OPTIONS] AGENT TRAP-PARAMETERS
snmpnetstat	OK	1	help	usage: snmpnetstat [snmp_opts] [-Canv] [-Cf address_family]
snmpping	OK	1	help	Usage: snmpping [OPTIONS] AGENT DESTINATION
snmpps	OK	1	help	Usage: snmpps [-Cp] [-Ca] [-C m | n | t] AGENT[OPTIONS] AGENT
snmpset	OK	1	help	USAGE: snmpset [OPTIONS] AGENT OID TYPE VALUE [OID TYPE VALUE]...
snmpstatus	OK	1	help	USAGE: snmpstatus [OPTIONS] AGENT
snmptable	OK	1	help	USAGE: snmptable [OPTIONS] AGENT TABLE-OID
snmptest	OK	1	help	USAGE: snmptest [OPTIONS] AGENT
snmptls	OK	1	help	USAGE: snmptls [-Cm mapTypeOID] [-Cd data] [-Cs storageType] [OPTIONS] AGENT<command> [command options]
snmptranslate	OK	1	help	/usr/bin/snmptranslate: invalid option -- '-'
snmptrap	OK	1	help	USAGE: snmptrap [OPTIONS] AGENT TRAP-PARAMETERS
snmpusm	OK	1	help	Usage: snmpusm [OPTIONS] AGENT COMMAND
snmpvacm	OK	1	help	Usage: snmpvacm [OPTIONS] AGENT COMMAND
snmpwalk	OK	1	help	USAGE: snmpwalk [OPTIONS] AGENT [OID]
socat	OK	1	help	2026/09/03 23:32:13 socat[156639] E unknown option "--help"; use option "-h" for help
socat1	OK	1	help	2026/09/03 23:32:13 socat1[156650] E unknown option "--help"; use option "-h" for help
socat-broker.sh	OK	1	help	Unknown option "--help"
socat-chain.sh	OK	1	help	/usr/bin/socat-chain.sh: Unknown option "--help"
socat-mux.sh	OK	1	help	/usr/bin/socat-mux.sh: Unknown option "--help"
soelim	OK	0	help	
sort	OK	0	help	
sorter	OK	1	help	
splain	OK	0	help	/usr/bin/splain version 1.40 calling Getopt::Std::getopts (version 1.14 [paranoid]),
split	OK	0	help	
split-file-19	OK	0	help	
splitfont	OK	1	help	call: splitfont fontfile 17,23-30,...
split-logfile	OK	0	help	
sq	OK	0	help	
sqfscat	OK	1	help	SYNTAX: /usr/bin/sqfscat [OPTIONS] FILESYSTEM [list of files to cat to stdout]
sqfstar	OK	1	help	SYNTAX:/usr/bin/sqfstar [OPTIONS] FILESYSTEM [list of exclude dirs/files]
sqlmap	OK	0	help	
sqlmapapi	OK	0	help	
sqv	OK	0	help	
srch_strings	OK	1	help	/usr/bin/srch_strings: invalid option -- '-'
ss	OK	0	help	
ssh	ERR	255	help	unknown option -- - 
ssh-add	ERR	2	help	Could not open a connection to your authentication agent.
ssh-agent	OK	1	help	unknown option -- - 
ssh-argv0	OK	1	help	ssh-argv0: This script should not be run like this, see ssh-argv0(1) for details
ssh-copy-id	OK	1	help	Illegal option --
sshd	OK	1	help	unknown option -- - 
sshfs	OK	0	help	
ssh-keygen	OK	1	help	unknown option -- - 
ssh-keyscan	OK	1	help	unknown option -- - 
sssd	OK	0	help	
sss_ssh_authorizedkeys	OK	0	help	
sss_ssh_knownhosts	OK	0	help	
sss_ssh_knownhostsproxy	OK	1	help	
start-statd	OK	0	help	Created symlink '/run/systemd/system/remote-fs.target.wants/rpc-statd.service' → '/usr/lib/systemd/system/rpc-statd.service'.
